height1,weight1,reach1,stance1,age1,slpm1,str_acc1,sapm1,str_def1,td_avg1,td_acc1,td_def1,sub_avg1,height2,weight2,reach2,stance2,age2,slpm2,str_acc2,sapm2,str_def2,td_avg2,td_acc2,td_def2,sub_avg2,result
0,0,0,0,25,4.7,50,4.13,0,1.38,46,50,0.2,0,0,0,0,25,3.6,48,3.31,0,1.39,33,75,0.1,0
0,0,0,0,25,4.75,59,3.01,0,0.24,11,72,0.0,0,0,0,0,25,3.87,58,3.93,0,0.5,16,85,0.0,1
0,0,0,0,25,3.87,58,3.93,0,0.5,16,85,0.0,0,0,0,0,25,4.75,59,3.01,0,0.24,11,72,0.0,0
0,0,0,0,25,4.77,43,3.88,0,0.0,0,42,0.8,0,0,0,0,25,5.61,48,5.82,0,0.0,0,100,0.0,1
0,0,0,0,25,5.61,48,5.82,0,0.0,0,100,0.0,0,0,0,0,25,4.77,43,3.88,0,0.0,0,42,0.8,0
0,0,0,0,25,4.73,42,5.2,0,3.0,34,87,0.0,0,0,0,0,25,3.44,60,1.7,0,3.53,38,50,0.7,1
0,0,0,0,25,3.44,60,1.7,0,3.53,38,50,0.7,0,0,0,0,25,4.73,42,5.2,0,3.0,34,87,0.0,0
0,0,0,0,25,4.0,54,1.32,0,1.3,100,76,0.0,0,0,0,0,25,3.53,45,4.22,0,0.61,15,75,0.0,1
0,0,0,0,25,3.53,45,4.22,0,0.61,15,75,0.0,0,0,0,0,25,4.0,54,1.32,0,1.3,100,76,0.0,0
0,0,0,0,25,3.58,42,3.56,0,1.11,40,33,0.9,0,0,0,0,25,4.54,46,4.37,0,1.51,45,69,0.4,1
0,0,0,0,25,4.54,46,4.37,0,1.51,45,69,0.4,0,0,0,0,25,3.58,42,3.56,0,1.11,40,33,0.9,0
0,0,0,0,25,4.72,62,2.64,0,0.0,0,75,0.2,0,0,0,0,25,4.26,41,3.52,0,0.75,20,68,0.5,1
0,0,0,0,25,4.26,41,3.52,0,0.75,20,68,0.5,0,0,0,0,25,4.72,62,2.64,0,0.0,0,75,0.2,0
0,0,0,0,25,4.38,40,4.62,0,1.24,36,71,0.1,0,0,0,0,25,4.65,45,4.3,0,0.66,33,39,0.8,1
0,0,0,0,25,4.65,45,4.3,0,0.66,33,39,0.8,0,0,0,0,25,4.38,40,4.62,0,1.24,36,71,0.1,0
0,0,0,0,25,4.7,46,4.15,0,1.56,36,71,1.6,0,0,0,0,25,3.61,45,3.18,0,2.13,37,69,0.6,1
0,0,0,0,25,3.61,45,3.18,0,2.13,37,69,0.6,0,0,0,0,25,4.7,46,4.15,0,1.56,36,71,1.6,0
0,0,0,0,25,3.34,43,3.72,0,1.07,42,0,0.7,0,0,0,0,25,3.13,48,3.4,0,2.0,100,100,0.0,1
0,0,0,0,25,3.13,48,3.4,0,2.0,100,100,0.0,0,0,0,0,25,3.34,43,3.72,0,1.07,42,0,0.7,0
0,0,0,0,25,6.48,51,5.7,0,0.0,0,66,0.0,0,0,0,0,25,3.56,38,3.16,0,0.83,54,70,0.0,1
0,0,0,0,25,3.56,38,3.16,0,0.83,54,70,0.0,0,0,0,0,25,6.48,51,5.7,0,0.0,0,66,0.0,0
0,0,0,0,25,5.76,49,3.47,0,0.49,50,66,0.2,0,0,0,0,25,3.2,39,4.21,0,1.17,31,52,1.5,1
0,0,0,0,25,3.2,39,4.21,0,1.17,31,52,1.5,0,0,0,0,25,5.76,49,3.47,0,0.49,50,66,0.2,0
0,0,0,0,25,1.88,44,1.32,0,4.75,55,66,0.5,0,0,0,0,25,4.22,29,6.31,0,0.0,0,46,0.5,1
0,0,0,0,25,4.22,29,6.31,0,0.0,0,46,0.5,0,0,0,0,25,1.88,44,1.32,0,4.75,55,66,0.5,0
0,0,0,0,25,1.53,57,2.79,0,0.0,0,25,1.6,0,0,0,0,25,3.45,43,4.6,0,0.82,50,77,0.8,1
0,0,0,0,25,3.45,43,4.6,0,0.82,50,77,0.8,0,0,0,0,25,1.53,57,2.79,0,0.0,0,25,1.6,0
0,0,0,0,25,4.41,46,4.57,0,1.08,32,60,0.1,0,0,0,0,25,5.36,41,3.38,0,0.67,66,80,0.0,1
0,0,0,0,25,5.36,41,3.38,0,0.67,66,80,0.0,0,0,0,0,25,4.41,46,4.57,0,1.08,32,60,0.1,0
0,0,0,0,25,4.06,60,2.49,0,1.36,75,75,1.1,0,0,0,0,25,3.65,49,5.95,0,1.93,28,80,0.6,1
0,0,0,0,25,3.65,49,5.95,0,1.93,28,80,0.6,0,0,0,0,25,4.06,60,2.49,0,1.36,75,75,1.1,0
0,0,0,0,25,4.03,44,7.15,0,0.15,33,65,0.0,0,0,0,0,25,5.65,43,5.76,0,0.0,0,58,0.0,1
0,0,0,0,25,5.65,43,5.76,0,0.0,0,58,0.0,0,0,0,0,25,4.03,44,7.15,0,0.15,33,65,0.0,0
0,0,0,0,25,11.18,53,10.01,0,0.95,25,70,0.0,0,0,0,0,25,13.53,48,10.75,0,0.0,0,0,0.0,1
0,0,0,0,25,13.53,48,10.75,0,0.0,0,0,0.0,0,0,0,0,25,11.18,53,10.01,0,0.95,25,70,0.0,0
0,0,0,0,25,3.66,52,2.46,0,0.8,22,87,0.0,0,0,0,0,25,5.0,62,3.5,0,0.11,50,78,0.2,1
0,0,0,0,25,5.0,62,3.5,0,0.11,50,78,0.2,0,0,0,0,25,3.66,52,2.46,0,0.8,22,87,0.0,0
0,0,0,0,25,6.59,58,7.18,0,0.1,14,68,0.0,0,0,0,0,25,4.85,52,4.95,0,0.5,57,90,0.0,1
0,0,0,0,25,4.85,52,4.95,0,0.5,57,90,0.0,0,0,0,0,25,6.59,58,7.18,0,0.1,14,68,0.0,0
0,0,0,0,25,7.09,47,4.36,0,0.0,0,85,0.5,0,0,0,0,25,5.53,48,4.55,0,0.77,55,75,1.1,1
0,0,0,0,25,5.53,48,4.55,0,0.77,55,75,1.1,0,0,0,0,25,7.09,47,4.36,0,0.0,0,85,0.5,0
0,0,0,0,25,2.89,54,3.46,0,1.14,62,59,0.7,0,0,0,0,25,2.94,44,2.53,0,2.15,60,54,0.2,1
0,0,0,0,25,2.94,44,2.53,0,2.15,60,54,0.2,0,0,0,0,25,2.89,54,3.46,0,1.14,62,59,0.7,0
0,0,0,0,25,4.54,58,4.59,0,0.0,0,100,0.0,0,0,0,0,25,6.4,52,3.72,0,1.22,39,74,0.3,1
0,0,0,0,25,6.4,52,3.72,0,1.22,39,74,0.3,0,0,0,0,25,4.54,58,4.59,0,0.0,0,100,0.0,0
0,0,0,0,25,8.1,54,5.24,0,1.11,63,80,0.0,0,0,0,0,25,2.24,52,2.01,0,5.06,37,50,1.9,1
0,0,0,0,25,2.24,52,2.01,0,5.06,37,50,1.9,0,0,0,0,25,8.1,54,5.24,0,1.11,63,80,0.0,0
0,0,0,0,25,3.54,49,3.54,0,1.14,23,53,0.8,0,0,0,0,25,5.84,53,3.31,0,0.17,33,41,0.0,1
0,0,0,0,25,5.84,53,3.31,0,0.17,33,41,0.0,0,0,0,0,25,3.54,49,3.54,0,1.14,23,53,0.8,0
0,0,0,0,25,9.65,50,7.73,0,0.78,25,90,0.0,0,0,0,0,25,5.03,40,4.78,0,0.33,24,47,0.3,1
0,0,0,0,25,5.03,40,4.78,0,0.33,24,47,0.3,0,0,0,0,25,9.65,50,7.73,0,0.78,25,90,0.0,0
0,0,0,0,25,3.53,46,2.38,0,0.0,0,50,0.0,0,0,0,0,25,3.46,33,4.1,0,2.75,44,66,0.4,1
0,0,0,0,25,3.46,33,4.1,0,2.75,44,66,0.4,0,0,0,0,25,3.53,46,2.38,0,0.0,0,50,0.0,0
0,0,0,0,25,6.44,50,7.23,0,0.0,0,50,0.0,0,0,0,0,25,7.2,43,5.87,0,1.0,40,86,0.0,1
0,0,0,0,25,7.2,43,5.87,0,1.0,40,86,0.0,0,0,0,0,25,6.44,50,7.23,0,0.0,0,50,0.0,0
0,0,0,0,25,5.04,55,4.05,0,0.42,30,81,0.3,0,0,0,0,25,2.32,54,1.76,0,4.13,42,66,1.4,1
0,0,0,0,25,2.32,54,1.76,0,4.13,42,66,1.4,0,0,0,0,25,5.04,55,4.05,0,0.42,30,81,0.3,0
0,0,0,0,25,2.14,54,2.98,0,2.15,47,68,0.9,0,0,0,0,25,5.06,45,5.35,0,0.0,0,54,2.6,1
0,0,0,0,25,5.06,45,5.35,0,0.0,0,54,2.6,0,0,0,0,25,2.14,54,2.98,0,2.15,47,68,0.9,0
0,0,0,0,25,6.4,45,6.01,0,0.35,20,84,0.0,0,0,0,0,25,8.08,43,5.92,0,0.48,66,63,0.2,1
0,0,0,0,25,8.08,43,5.92,0,0.48,66,63,0.2,0,0,0,0,25,6.4,45,6.01,0,0.35,20,84,0.0,0
0,0,0,0,25,6.84,57,4.0,0,0.78,22,80,1.2,0,0,0,0,25,3.53,51,2.86,0,0.62,27,73,0.4,1
0,0,0,0,25,3.53,51,2.86,0,0.62,27,73,0.4,0,0,0,0,25,6.84,57,4.0,0,0.78,22,80,1.2,0
0,0,0,0,25,3.17,41,3.6,0,1.61,100,33,3.2,0,0,0,0,25,5.62,50,3.7,0,0.0,0,100,0.0,1
0,0,0,0,25,5.62,50,3.7,0,0.0,0,100,0.0,0,0,0,0,25,3.17,41,3.6,0,1.61,100,33,3.2,0
0,0,0,0,25,3.67,71,5.29,0,0.0,0,100,0.0,0,0,0,0,25,2.98,50,2.41,0,1.7,28,50,0.0,1
0,0,0,0,25,2.98,50,2.41,0,1.7,28,50,0.0,0,0,0,0,25,3.67,71,5.29,0,0.0,0,100,0.0,0
0,0,0,0,25,4.95,56,3.07,0,2.85,39,73,0.2,0,0,0,0,25,2.97,36,4.06,0,2.57,57,70,0.7,1
0,0,0,0,25,2.97,36,4.06,0,2.57,57,70,0.7,0,0,0,0,25,4.95,56,3.07,0,2.85,39,73,0.2,0
0,0,0,0,25,7.36,59,7.96,0,2.33,46,100,0.3,0,0,0,0,25,4.94,39,5.04,0,0.0,0,53,0.0,1
0,0,0,0,25,4.94,39,5.04,0,0.0,0,53,0.0,0,0,0,0,25,7.36,59,7.96,0,2.33,46,100,0.3,0
0,0,0,0,25,3.96,47,4.32,0,0.75,26,67,0.0,0,0,0,0,25,4.62,45,3.91,0,1.65,52,53,0.6,1
0,0,0,0,25,4.62,45,3.91,0,1.65,52,53,0.6,0,0,0,0,25,3.96,47,4.32,0,0.75,26,67,0.0,0
0,0,0,0,25,4.37,40,3.93,0,0.84,50,100,0.0,0,0,0,0,25,4.74,49,3.62,0,0.5,20,67,0.4,1
0,0,0,0,25,4.74,49,3.62,0,0.5,20,67,0.4,0,0,0,0,25,4.37,40,3.93,0,0.84,50,100,0.0,0
0,0,0,0,25,4.58,43,4.0,0,0.61,38,73,0.1,0,0,0,0,25,3.82,47,3.46,0,1.84,31,76,0.1,1
0,0,0,0,25,3.82,47,3.46,0,1.84,31,76,0.1,0,0,0,0,25,4.58,43,4.0,0,0.61,38,73,0.1,0
0,0,0,0,25,4.5,63,2.61,0,6.27,45,66,1.9,0,0,0,0,25,3.55,53,3.67,0,1.53,38,56,1.3,1
0,0,0,0,25,3.55,53,3.67,0,1.53,38,56,1.3,0,0,0,0,25,4.5,63,2.61,0,6.27,45,66,1.9,0
0,0,0,0,25,5.49,46,3.67,0,0.79,34,42,0.4,0,0,0,0,25,5.18,41,5.4,0,2.73,47,57,0.3,1
0,0,0,0,25,5.18,41,5.4,0,2.73,47,57,0.3,0,0,0,0,25,5.49,46,3.67,0,0.79,34,42,0.4,0
0,0,0,0,25,4.87,52,4.13,0,0.6,50,86,0.9,0,0,0,0,25,5.04,59,3.14,0,0.0,0,72,0.0,1
0,0,0,0,25,5.04,59,3.14,0,0.0,0,72,0.0,0,0,0,0,25,4.87,52,4.13,0,0.6,50,86,0.9,0
0,0,0,0,25,4.0,55,3.92,0,0.56,31,78,0.2,0,0,0,0,25,5.73,50,5.8,0,1.0,11,100,0.0,1
0,0,0,0,25,5.73,50,5.8,0,1.0,11,100,0.0,0,0,0,0,25,4.0,55,3.92,0,0.56,31,78,0.2,0
0,0,0,0,25,4.26,43,3.34,0,3.77,49,75,0.1,0,0,0,0,25,7.84,50,4.43,0,0.0,0,83,0.0,1
0,0,0,0,25,7.84,50,4.43,0,0.0,0,83,0.0,0,0,0,0,25,4.26,43,3.34,0,3.77,49,75,0.1,0
0,0,0,0,25,4.44,49,3.09,0,1.96,38,58,1.2,0,0,0,0,25,3.84,37,4.15,0,2.17,44,70,0.2,1
0,0,0,0,25,3.84,37,4.15,0,2.17,44,70,0.2,0,0,0,0,25,4.44,49,3.09,0,1.96,38,58,1.2,0
0,0,0,0,25,5.29,54,3.84,0,0.75,33,82,0.0,0,0,0,0,25,3.22,60,3.33,0,3.33,20,66,1.7,1
0,0,0,0,25,3.22,60,3.33,0,3.33,20,66,1.7,0,0,0,0,25,5.29,54,3.84,0,0.75,33,82,0.0,0
0,0,0,0,25,2.98,43,3.87,0,5.17,44,75,0.3,0,0,0,0,25,5.41,53,2.96,0,1.62,40,83,0.2,1
0,0,0,0,25,5.41,53,2.96,0,1.62,40,83,0.2,0,0,0,0,25,2.98,43,3.87,0,5.17,44,75,0.3,0
0,0,0,0,25,4.08,63,2.66,0,1.77,25,100,1.8,0,0,0,0,25,2.73,56,3.54,0,0.0,0,57,0.0,1
0,0,0,0,25,2.73,56,3.54,0,0.0,0,57,0.0,0,0,0,0,25,4.08,63,2.66,0,1.77,25,100,1.8,0
0,0,0,0,25,2.59,46,2.89,0,0.75,66,33,0.0,0,0,0,0,25,0.9,38,3.6,0,0.0,0,0,0.0,1
0,0,0,0,25,0.9,38,3.6,0,0.0,0,0,0.0,0,0,0,0,25,2.59,46,2.89,0,0.75,66,33,0.0,0
0,0,0,0,25,3.26,42,4.07,0,0.31,66,77,0.2,0,0,0,0,25,3.28,43,14.43,0,0.0,0,0,0.0,1
0,0,0,0,25,3.28,43,14.43,0,0.0,0,0,0.0,0,0,0,0,25,3.26,42,4.07,0,0.31,66,77,0.2,0
0,0,0,0,25,4.6,50,4.49,0,0.46,44,64,0.0,0,0,0,0,25,5.6,53,4.95,0,2.31,38,88,0.3,1
0,0,0,0,25,5.6,53,4.95,0,2.31,38,88,0.3,0,0,0,0,25,4.6,50,4.49,0,0.46,44,64,0.0,0
0,0,0,0,25,3.07,50,1.8,0,2.09,30,59,1.3,0,0,0,0,25,4.6,38,6.62,0,0.36,29,77,0.1,1
0,0,0,0,25,4.6,38,6.62,0,0.36,29,77,0.1,0,0,0,0,25,3.07,50,1.8,0,2.09,30,59,1.3,0
0,0,0,0,25,3.78,50,3.85,0,1.97,38,65,0.5,0,0,0,0,25,1.06,38,1.8,0,1.93,38,76,0.4,1
0,0,0,0,25,1.06,38,1.8,0,1.93,38,76,0.4,0,0,0,0,25,3.78,50,3.85,0,1.97,38,65,0.5,0
0,0,0,0,25,4.7,46,5.66,0,1.54,62,75,0.3,0,0,0,0,25,5.73,55,3.1,0,0.96,33,76,0.0,1
0,0,0,0,25,5.73,55,3.1,0,0.96,33,76,0.0,0,0,0,0,25,4.7,46,5.66,0,1.54,62,75,0.3,0
0,0,0,0,25,2.89,50,2.65,0,3.38,54,85,1.5,0,0,0,0,25,3.33,55,4.4,0,3.52,26,100,1.2,1
0,0,0,0,25,3.33,55,4.4,0,3.52,26,100,1.2,0,0,0,0,25,2.89,50,2.65,0,3.38,54,85,1.5,0
0,0,0,0,25,6.5,46,3.52,0,4.8,75,66,0.0,0,0,0,0,25,4.82,43,6.06,0,3.24,55,46,0.7,1
0,0,0,0,25,4.82,43,6.06,0,3.24,55,46,0.7,0,0,0,0,25,6.5,46,3.52,0,4.8,75,66,0.0,0
0,0,0,0,25,5.47,50,4.92,0,0.81,32,75,0.1,0,0,0,0,25,4.92,59,4.46,0,0.43,25,64,0.4,1
0,0,0,0,25,4.92,59,4.46,0,0.43,25,64,0.4,0,0,0,0,25,5.47,50,4.92,0,0.81,32,75,0.1,0
0,0,0,0,25,2.06,57,2.94,0,6.41,35,60,0.4,0,0,0,0,25,1.73,45,1.1,0,1.83,35,40,1.8,1
0,0,0,0,25,1.73,45,1.1,0,1.83,35,40,1.8,0,0,0,0,25,2.06,57,2.94,0,6.41,35,60,0.4,0
0,0,0,0,25,5.22,43,3.8,0,3.68,76,73,2.2,0,0,0,0,25,5.36,38,5.19,0,0.0,0,60,0.0,1
0,0,0,0,25,5.36,38,5.19,0,0.0,0,60,0.0,0,0,0,0,25,5.22,43,3.8,0,3.68,76,73,2.2,0
0,0,0,0,25,3.83,41,3.87,0,4.0,53,66,1.0,0,0,0,0,25,3.57,37,4.0,0,0.59,40,58,0.5,1
0,0,0,0,25,3.57,37,4.0,0,0.59,40,58,0.5,0,0,0,0,25,3.83,41,3.87,0,4.0,53,66,1.0,0
0,0,0,0,25,1.79,51,3.02,0,4.95,70,0,1.4,0,0,0,0,25,3.22,43,3.61,0,0.59,38,46,0.0,1
0,0,0,0,25,3.22,43,3.61,0,0.59,38,46,0.0,0,0,0,0,25,1.79,51,3.02,0,4.95,70,0,1.4,0
0,0,0,0,25,5.73,46,3.32,0,0.0,0,84,0.0,0,0,0,0,25,2.81,42,3.28,0,0.63,37,52,0.2,1
0,0,0,0,25,2.81,42,3.28,0,0.63,37,52,0.2,0,0,0,0,25,5.73,46,3.32,0,0.0,0,84,0.0,0
0,0,0,0,25,6.12,48,4.9,0,2.55,50,50,0.7,0,0,0,0,25,5.95,42,4.57,0,0.73,64,76,0.2,1
0,0,0,0,25,5.95,42,4.57,0,0.73,64,76,0.2,0,0,0,0,25,6.12,48,4.9,0,2.55,50,50,0.7,0
0,0,0,0,25,5.15,53,2.77,0,2.24,45,74,0.5,0,0,0,0,25,3.22,61,1.58,0,4.65,47,80,0.7,1
0,0,0,0,25,3.22,61,1.58,0,4.65,47,80,0.7,0,0,0,0,25,5.15,53,2.77,0,2.24,45,74,0.5,0
0,0,0,0,25,14.61,59,7.5,0,0.0,0,0,0.0,0,0,0,0,25,4.05,54,5.11,0,0.0,0,53,0.0,1
0,0,0,0,25,4.05,54,5.11,0,0.0,0,53,0.0,0,0,0,0,25,14.61,59,7.5,0,0.0,0,0,0.0,0
0,0,0,0,25,4.37,53,3.63,0,3.86,52,58,1.6,0,0,0,0,25,6.28,62,6.31,0,1.06,30,100,0.3,1
0,0,0,0,25,6.28,62,6.31,0,1.06,30,100,0.3,0,0,0,0,25,4.37,53,3.63,0,3.86,52,58,1.6,0
0,0,0,0,25,3.45,43,2.63,0,1.46,41,67,0.6,0,0,0,0,25,4.38,41,5.32,0,0.31,9,25,0.3,1
0,0,0,0,25,4.38,41,5.32,0,0.31,9,25,0.3,0,0,0,0,25,3.45,43,2.63,0,1.46,41,67,0.6,0
0,0,0,0,25,4.35,60,4.31,0,3.8,54,87,1.2,0,0,0,0,25,4.5,61,2.97,0,1.78,64,67,0.0,1
0,0,0,0,25,4.5,61,2.97,0,1.78,64,67,0.0,0,0,0,0,25,4.35,60,4.31,0,3.8,54,87,1.2,0
0,0,0,0,25,5.82,45,4.85,0,0.41,12,66,1.6,0,0,0,0,25,5.25,54,4.77,0,0.0,0,43,0.1,1
0,0,0,0,25,5.25,54,4.77,0,0.0,0,43,0.1,0,0,0,0,25,5.82,45,4.85,0,0.41,12,66,1.6,0
0,0,0,0,25,6.38,52,1.86,0,1.61,75,100,1.1,0,0,0,0,25,2.77,59,4.14,0,1.55,66,54,0.0,1
0,0,0,0,25,2.77,59,4.14,0,1.55,66,54,0.0,0,0,0,0,25,6.38,52,1.86,0,1.61,75,100,1.1,0
0,0,0,0,25,2.73,51,2.53,0,1.0,50,100,0.0,0,0,0,0,25,2.53,29,2.73,0,0.0,0,50,0.0,1
0,0,0,0,25,2.53,29,2.73,0,0.0,0,50,0.0,0,0,0,0,25,2.73,51,2.53,0,1.0,50,100,0.0,0
0,0,0,0,25,5.9,51,5.51,0,1.56,62,84,0.2,0,0,0,0,25,4.44,32,7.17,0,0.62,14,100,0.0,1
0,0,0,0,25,4.44,32,7.17,0,0.62,14,100,0.0,0,0,0,0,25,5.9,51,5.51,0,1.56,62,84,0.2,0
0,0,0,0,25,4.77,43,4.0,0,0.83,50,50,0.8,0,0,0,0,25,6.61,51,6.49,0,0.69,40,100,0.3,1
0,0,0,0,25,6.61,51,6.49,0,0.69,40,100,0.3,0,0,0,0,25,4.77,43,4.0,0,0.83,50,50,0.8,0
0,0,0,0,25,5.68,56,4.18,0,8.81,40,100,1.0,0,0,0,0,25,6.42,46,5.72,0,0.81,18,63,0.4,1
0,0,0,0,25,6.42,46,5.72,0,0.81,18,63,0.4,0,0,0,0,25,5.68,56,4.18,0,8.81,40,100,1.0,0
0,0,0,0,25,4.45,55,3.26,0,0.85,32,78,1.1,0,0,0,0,25,4.02,48,3.2,0,0.05,11,76,0.1,1
0,0,0,0,25,4.02,48,3.2,0,0.05,11,76,0.1,0,0,0,0,25,4.45,55,3.26,0,0.85,32,78,1.1,0
0,0,0,0,25,2.53,62,1.78,0,0.3,20,63,0.0,0,0,0,0,25,5.87,62,4.13,0,0.0,0,72,0.0,1
0,0,0,0,25,5.87,62,4.13,0,0.0,0,72,0.0,0,0,0,0,25,2.53,62,1.78,0,0.3,20,63,0.0,0
0,0,0,0,25,4.54,43,3.81,0,0.63,40,75,0.0,0,0,0,0,25,3.48,48,2.63,0,0.0,0,72,0.0,1
0,0,0,0,25,3.48,48,2.63,0,0.0,0,72,0.0,0,0,0,0,25,4.54,43,3.81,0,0.63,40,75,0.0,0
0,0,0,0,25,4.92,44,2.77,0,1.89,60,76,0.3,0,0,0,0,25,3.38,47,2.25,0,1.01,15,62,1.2,1
0,0,0,0,25,3.38,47,2.25,0,1.01,15,62,1.2,0,0,0,0,25,4.92,44,2.77,0,1.89,60,76,0.3,0
0,0,0,0,25,2.85,51,1.62,0,1.62,40,70,0.2,0,0,0,0,25,4.68,52,5.19,0,2.48,44,57,0.5,1
0,0,0,0,25,4.68,52,5.19,0,2.48,44,57,0.5,0,0,0,0,25,2.85,51,1.62,0,1.62,40,70,0.2,0
0,0,0,0,25,2.94,41,3.77,0,1.85,36,66,0.0,0,0,0,0,25,2.0,45,2.93,0,0.0,0,0,0.0,1
0,0,0,0,25,2.0,45,2.93,0,0.0,0,0,0.0,0,0,0,0,25,2.94,41,3.77,0,1.85,36,66,0.0,0
0,0,0,0,25,2.57,48,3.87,0,0.96,30,83,0.3,0,0,0,0,25,3.74,59,2.94,0,4.42,66,100,0.6,1
0,0,0,0,25,3.74,59,2.94,0,4.42,66,100,0.6,0,0,0,0,25,2.57,48,3.87,0,0.96,30,83,0.3,0
0,0,0,0,25,5.91,56,2.59,0,3.23,36,77,1.4,0,0,0,0,25,3.34,47,3.74,0,0.91,54,34,0.1,1
0,0,0,0,25,3.34,47,3.74,0,0.91,54,34,0.1,0,0,0,0,25,5.91,56,2.59,0,3.23,36,77,1.4,0
0,0,0,0,25,3.71,45,3.63,0,2.61,44,75,0.6,0,0,0,0,25,3.83,58,4.85,0,0.57,29,63,1.5,1
0,0,0,0,25,3.83,58,4.85,0,0.57,29,63,1.5,0,0,0,0,25,3.71,45,3.63,0,2.61,44,75,0.6,0
0,0,0,0,25,5.83,52,7.84,0,3.5,40,100,0.0,0,0,0,0,25,4.69,57,2.87,0,0.0,0,60,0.0,1
0,0,0,0,25,4.69,57,2.87,0,0.0,0,60,0.0,0,0,0,0,25,5.83,52,7.84,0,3.5,40,100,0.0,0
0,0,0,0,25,3.4,51,3.87,0,2.0,80,100,0.0,0,0,0,0,25,3.57,46,3.97,0,2.0,46,70,0.0,1
0,0,0,0,25,3.57,46,3.97,0,2.0,46,70,0.0,0,0,0,0,25,3.4,51,3.87,0,2.0,80,100,0.0,0
0,0,0,0,25,2.63,58,1.55,0,3.2,53,90,1.1,0,0,0,0,25,4.36,48,3.55,0,1.82,44,71,0.6,1
0,0,0,0,25,4.36,48,3.55,0,1.82,44,71,0.6,0,0,0,0,25,2.63,58,1.55,0,3.2,53,90,1.1,0
0,0,0,0,25,4.36,42,2.51,0,5.89,35,82,0.3,0,0,0,0,25,4.38,57,2.15,0,3.26,39,78,0.3,1
0,0,0,0,25,4.38,57,2.15,0,3.26,39,78,0.3,0,0,0,0,25,4.36,42,2.51,0,5.89,35,82,0.3,0
0,0,0,0,25,5.74,55,5.7,0,0.6,60,68,0.2,0,0,0,0,25,7.05,53,4.02,0,0.0,0,73,0.0,1
0,0,0,0,25,7.05,53,4.02,0,0.0,0,73,0.0,0,0,0,0,25,5.74,55,5.7,0,0.6,60,68,0.2,0
0,0,0,0,25,2.62,65,0.89,0,6.58,60,60,2.4,0,0,0,0,25,3.49,49,3.77,0,4.56,65,63,0.6,1
0,0,0,0,25,3.49,49,3.77,0,4.56,65,63,0.6,0,0,0,0,25,2.62,65,0.89,0,6.58,60,60,2.4,0
0,0,0,0,25,3.25,60,2.21,0,4.74,38,66,1.4,0,0,0,0,25,4.19,50,3.1,0,0.77,37,54,0.6,1
0,0,0,0,25,4.19,50,3.1,0,0.77,37,54,0.6,0,0,0,0,25,3.25,60,2.21,0,4.74,38,66,1.4,0
0,0,0,0,25,5.11,53,4.64,0,2.46,37,82,0.7,0,0,0,0,25,6.73,55,3.75,0,0.32,33,75,0.3,1
0,0,0,0,25,6.73,55,3.75,0,0.32,33,75,0.3,0,0,0,0,25,5.11,53,4.64,0,2.46,37,82,0.7,0
0,0,0,0,25,7.59,61,4.48,0,2.59,33,100,0.0,0,0,0,0,25,4.94,58,3.45,0,3.5,55,33,2.1,1
0,0,0,0,25,4.94,58,3.45,0,3.5,55,33,2.1,0,0,0,0,25,7.59,61,4.48,0,2.59,33,100,0.0,0
0,0,0,0,25,3.96,55,3.22,0,0.0,0,57,1.2,0,0,0,0,25,2.34,71,5.5,0,1.75,100,0,0.0,1
0,0,0,0,25,2.34,71,5.5,0,1.75,100,0,0.0,0,0,0,0,25,3.96,55,3.22,0,0.0,0,57,1.2,0
0,0,0,0,25,3.2,52,2.11,0,3.87,40,57,1.1,0,0,0,0,25,4.82,40,3.46,0,0.86,30,57,0.6,1
0,0,0,0,25,4.82,40,3.46,0,0.86,30,57,0.6,0,0,0,0,25,3.2,52,2.11,0,3.87,40,57,1.1,0
0,0,0,0,25,3.1,54,1.79,0,4.68,46,66,0.2,0,0,0,0,25,6.22,55,4.84,0,1.09,46,70,0.0,1
0,0,0,0,25,6.22,55,4.84,0,1.09,46,70,0.0,0,0,0,0,25,3.1,54,1.79,0,4.68,46,66,0.2,0
0,0,0,0,25,2.89,45,2.21,0,1.47,26,70,0.0,0,0,0,0,25,3.1,51,1.7,0,2.63,81,100,1.5,1
0,0,0,0,25,3.1,51,1.7,0,2.63,81,100,1.5,0,0,0,0,25,2.89,45,2.21,0,1.47,26,70,0.0,0
0,0,0,0,25,4.24,56,4.88,0,2.53,71,76,0.0,0,0,0,0,25,4.73,40,3.72,0,0.91,20,44,0.4,1
0,0,0,0,25,4.73,40,3.72,0,0.91,20,44,0.4,0,0,0,0,25,4.24,56,4.88,0,2.53,71,76,0.0,0
0,0,0,0,25,3.13,47,3.2,0,3.56,47,63,1.7,0,0,0,0,25,3.91,55,2.75,0,2.23,46,42,1.5,1
0,0,0,0,25,3.91,55,2.75,0,2.23,46,42,1.5,0,0,0,0,25,3.13,47,3.2,0,3.56,47,63,1.7,0
0,0,0,0,25,3.31,40,3.9,0,0.89,17,25,1.2,0,0,0,0,25,4.29,39,3.24,0,2.06,53,83,0.6,1
0,0,0,0,25,4.29,39,3.24,0,2.06,53,83,0.6,0,0,0,0,25,3.31,40,3.9,0,0.89,17,25,1.2,0
0,0,0,0,25,4.78,41,4.68,0,0.6,27,71,0.0,0,0,0,0,25,3.79,43,3.46,0,1.46,22,55,0.6,1
